"securityId","symbol","symbolSfx","roundLot","isTestSymbol","mpv"
218,"AGZD","",100,false,10000
221,"AHCO","",100,false,10000
13395,"AHG","",100,false,100
222,"AHH","",100,false,10000
223,"AHH","PRA",100,false,10000
13128,"AHI","",100,false,10000
224,"AHL","PRC",100,false,10000
225,"AHL","PRD",100,false,10000
226,"AHL","PRE",100,false,10000
15894,"AHLT","",100,false,10000
14452,"AHOY","",100,false,10000
16526,"AHR","",100,false,10000
228,"AHT","",100,false,10000
229,"AHT","PRD",100,false,10000
230,"AHT","PRF",100,false,10000
231,"AHT","PRG",100,false,10000
232,"AHT","PRH",100,false,10000
233,"AHT","PRI",100,false,10000
13130,"AHYB","",100,false,10000
234,"AI","",100,false,10000
237,"AIA","",100,false,10000
13997,"AIB","",100,false,10000
13998,"AIBBR","",100,false,10000
13706,"AIBBU","",100,false,10000
239,"AIEQ","",100,false,10000
240,"AIF","",100,false,10000
16829,"AIFD","",100,false,10000
241,"AIG","",100,false,10000
244,"AIH","",100,false,100
245,"AIHS","",100,false,100
16780,"AILE","",100,false,10000
16781,"AILEW","",100,false,100
248,"AIM","",100,false,10000
14301,"AIMAU","",100,false,10000
14476,"AIMAW","",100,false,10000
14477,"AIMBU","",100,false,10000
14660,"AIMD","",100,false,10000
14661,"AIMDW","",100,false,10000
251,"AIN","",100,false,10000
252,"AINC","",100,false,10000
254,"AIO","",100,false,10000
12867,"AIP","",100,false,10000
255,"AIQ","",100,false,10000
256,"AIR","",100,false,10000
9688,"AIRC","",100,false,10000
16134,"AIRE","",100,false,100
257,"AIRG","",100,false,10000
258,"AIRI","",100,false,10000
16648,"AIRJ","",100,false,10000
16649,"AIRJW","",100,false,100
16301,"AIRL","",100,false,10000
259,"AIRR","",100,false,10000
12910,"AIRS","",100,false,10000
260,"AIRT","",100,false,10000
261,"AIRTP","",100,false,10000
16367,"AISP","",100,false,10000
16368,"AISPW","",100,false,100
263,"AIT","",100,false,10000
16390,"AITR","",100,false,10000
16391,"AITRR","",100,false,10000
16201,"AITRU","",100,false,10000
14328,"AIU","",100,false,10000
264,"AIV","",100,false,10000
13700,"AIVI","",100,false,10000
13702,"AIVL","",100,false,10000
15358,"AIXI","",100,false,10000
16257,"AIYY","",100,false,10000
266,"AIZ","",100,false,10000
9525,"AIZN","",100,false,10000
16392,"AJAN","",100,false,10000
268,"AJG","",100,false,10000
270,"AJX","",100,false,10000
12491,"AKA","",100,false,10000
272,"AKAM","",100,false,10000
13972,"AKAN","",100,false,100
273,"AKBA","",100,false,10000
14708,"AKLI","",100,false,100
276,"AKO","A",100,false,10000
277,"AKO","B",100,false,10000
278,"AKR","",100,false,10000
279,"AKRO","",100,false,10000
280,"AKTS","",100,false,100
281,"AKTX","",100,false,10000
11047,"AKYA","",100,false,10000
284,"AL","",100,false,10000
285,"AL","PRA",100,false,10000
16665,"ALAB","",100,false,10000
16746,"ALAI","",100,false,10000
15213,"ALAR","",100,false,10000
290,"ALB","",100,false,10000
16640,"ALB","PRA",100,false,10000
14994,"ALBT","",100,false,100
292,"ALC","",100,false,10000
11848,"ALCC","",100,false,10000
16376,"ALCE","",100,false,100
293,"ALCO","",100,false,10000
15665,"ALCY","",100,false,10000
15527,"ALCYU","",100,false,10000
15666,"ALCYW","",100,false,10000
294,"ALDX","",100,false,10000
295,"ALE","",100,false,10000
296,"ALEC","",100,false,10000
297,"ALEX","",100,false,10000
299,"ALG","",100,false,10000
9315,"ALGM","",100,false,10000
300,"ALGN","",100,false,10000
9198,"ALGS","",100,false,100
301,"ALGT","",100,false,10000
10844,"ALHC","",100,false,10000
302,"ALIM","",100,false,10000
11829,"ALIT","",100,false,10000
307,"ALK","",100,false,10000
308,"ALKS","",100,false,10000
11021,"ALKT","",100,false,10000
309,"ALL","",100,false,10000
310,"ALL","PRB",100,false,10000
312,"ALL","PRH",100,false,10000
313,"ALL","PRI",100,false,10000
15588,"ALL","PRJ",100,false,10000
314,"ALLE","",100,false,10000
14107,"ALLG","",100,false,10000
315,"ALLK","",100,false,10000
316,"ALLO","",100,false,10000
13464,"ALLR","",100,false,100
317,"ALLT","",100,false,10000
318,"ALLY","",100,false,10000
15862,"ALNT","",100,false,10000
321,"ALNY","",100,false,10000
322,"ALOT","",100,false,10000
324,"ALPN","",100,false,10000
12808,"ALPP","",100,false,100
325,"ALRM","",100,false,10000
326,"ALRN","",100,false,10000
327,"ALRS","",100,false,10000
13699,"ALSA","",100,false,10000
13698,"ALSAR","",100,false,10000
13345,"ALSAU","",100,false,10000
13701,"ALSAW","",100,false,10000
329,"ALSN","",100,false,10000
330,"ALT","",100,false,10000
332,"ALTG","",100,false,10000
9850,"ALTG","PRA",100,false,10000
15158,"ALTI","",100,false,10000
334,"ALTL","",100,false,10000
335,"ALTM","",100,false,10000
10127,"ALTO","",100,false,10000
336,"ALTR","",100,false,10000
338,"ALTY","",100,false,10000
16079,"ALUM","",100,false,10000
15787,"ALUR","",100,false,10000
15788,"ALUR","WS",100,false,10000
342,"ALV","",100,false,10000
14478,"ALVO","",100,false,10000
14479,"ALVOW","",100,false,10000
343,"ALVR","",100,false,100
344,"ALX","",100,false,10000
346,"ALXO","",100,false,10000
11591,"ALZN","",100,false,100
348,"AM","",100,false,10000
350,"AMAL","",100,false,10000
351,"AMAT","",100,false,10000
13088,"AMAX","",100,false,10000
352,"AMBA","",100,false,10000
353,"AMBC","",100,false,10000
15341,"AMBI","",100,false,10000
15342,"AMBI","WS",100,false,10000
355,"AMBO","",100,false,10000
12135,"AMBP","",100,false,10000
12134,"AMBP","WS",100,false,10000
356,"AMC","",100,false,10000
361,"AMCR","",100,false,10000
362,"AMCX","",100,false,10000
363,"AMD","",100,false,10000
16658,"AMDL","",100,false,10000
15853,"AMDS","",100,false,10000
15961,"AMDY","",100,false,10000
364,"AME","",100,false,10000
365,"AMED","",100,false,10000
367,"AMG","",100,false,10000
368,"AMGN","",100,false,10000
369,"AMH","",100,false,10000
373,"AMH","PRG",100,false,10000
374,"AMH","PRH",100,false,10000
14699,"AMID","",100,false,10000
16489,"AMIX","",100,false,10000
378,"AMJ","",100,false,10000
16486,"AMJB","",100,false,10000
379,"AMK","",100,false,10000
380,"AMKR","",100,false,10000
15168,"AMLI","",100,false,100
381,"AMLP","",100,false,10000
13610,"AMLX","",100,false,10000
382,"AMN","",100,false,10000
383,"AMNA","",100,false,10000
385,"AMND","",100,false,10000
386,"AMOM","",100,false,10000
389,"AMP","",100,false,10000
15562,"AMPD","",100,false,10000
10332,"AMPG","",100,false,10000
10333,"AMPGW","",100,false,10000
391,"AMPH","",100,false,10000
12522,"AMPL","",100,false,10000
13324,"AMPS","",100,false,10000
14787,"AMPX","",100,false,10000
14788,"AMPX","WS",100,false,10000
392,"AMPY","",100,false,10000
10155,"AMR","",100,false,10000
394,"AMRC","",100,false,10000
397,"AMRK","",100,false,10000
398,"AMRN","",100,false,100
400,"AMRX","",100,false,10000
401,"AMS","",100,false,10000
402,"AMSC","",100,false,10000
403,"AMSF","",100,false,10000
404,"AMST","",100,false,10000
405,"AMSWA","",100,false,10000
406,"AMT","",100,false,10000
407,"AMTB","",100,false,10000
409,"AMTD","",100,false,10000
9244,"AMTR","",100,false,10000
411,"AMTX","",100,false,10000
413,"AMUB","",100,false,10000
414,"AMWD","",100,false,10000
415,"AMWL","",100,false,10000
416,"AMX","",100,false,10000
418,"AMZA","",100,false,10000
14748,"AMZD","",100,false,10000
419,"AMZN","",100,false,10000
16151,"AMZP","",100,false,10000
14749,"AMZU","",100,false,10000
15756,"AMZY","",100,false,10000
16659,"AMZZ","",100,false,10000
420,"AN","",100,false,10000
421,"ANAB","",100,false,10000
428,"ANDE","",100,false,10000
11300,"ANEB","",100,false,10000
429,"ANET","",100,false,10000
9200,"ANEW","",100,false,10000
430,"ANF","",100,false,10000
13866,"ANGH","",100,false,10000
13864,"ANGHW","",100,false,100
431,"ANGI","",100,false,10000
432,"ANGL","",100,false,10000
433,"ANGO","",100,false,10000
438,"ANIK","",100,false,10000
439,"ANIP","",100,false,10000
440,"ANIX","",100,false,10000
15843,"ANL","",100,false,10000
441,"ANNX","",100,false,10000
16507,"ANRO","",100,false,10000
16405,"ANSC","",100,false,10000
16202,"ANSCU","",100,false,10000
16406,"ANSCW","",100,false,100
443,"ANSS","",100,false,10000
444,"ANTE","",100,false,10000
14138,"ANTX","",100,false,10000
446,"ANVS","",100,false,10000
447,"ANY","",100,false,10000
448,"AOA","",100,false,10000
449,"AOD","",100,false,10000
13932,"AOGO","",100,false,10000
13499,"AOGOU","",100,false,10000
13933,"AOGOW","",100,false,10000
16569,"AOHY","",100,false,10000
450,"AOK","",100,false,10000
451,"AOM","",100,false,10000
11642,"AOMR","",100,false,10000
452,"AON","",100,false,10000
15975,"AONC","",100,false,10000
15976,"AONCW","",100,false,10000
454,"AOR","",100,false,10000
13754,"AORT","",100,false,10000
455,"AOS","",100,false,10000
456,"AOSL","",100,false,10000
14530,"AOTG","",100,false,10000
457,"AOUT","",100,false,10000
458,"AP","",100,false,10000
459,"AP","WS",100,false,10000
460,"APA","",100,false,10000
461,"APAM","",100,false,10000
13880,"APCA","",100,false,10000
13420,"APCA","U",100,false,10000
13881,"APCA","WS",100,false,10000
15521,"APCB","",100,false,10000
13597,"APCX","",100,false,100
13598,"APCXW","",100,false,100
462,"APD","",100,false,10000
463,"APDN","",100,false,10000
464,"APEI","",100,false,10000
467,"APG","",100,false,10000
15729,"APGE","",100,false,10000
468,"APH","",100,false,10000
470,"API","",100,false,10000
15522,"APIE","",100,false,10000
14247,"APLD","",100,false,10000
471,"APLE","",100,false,10000
15432,"APLM","",100,false,100
15433,"APLMW","",100,false,10000
472,"APLS","",100,false,10000
473,"APLT","",100,false,10000
15484,"APLY","",100,false,10000
474,"APM","",100,false,10000
15523,"APMU","",100,false,10000
475,"APO","",100,false,10000
476,"APO","PRA",100,false,10000
478,"APOG","",100,false,10000
15888,"APOS","",100,false,10000
11032,"APP","",100,false,10000
481,"APPF","",100,false,10000
482,"APPN","",100,false,10000
483,"APPS","",100,false,10000
15455,"APRD","",100,false,10000
484,"APRE","",100,false,10000
15456,"APRH","",100,false,10000
15457,"APRJ","",100,false,10000
16719,"APRP","",100,false,10000
15458,"APRQ","",100,false,10000
14942,"APRT","",100,false,10000
14943,"APRW","",100,false,10000
10894,"APRZ","",100,false,10000
487,"APT","",100,false,10000
488,"APTO","",100,false,10000
490,"APTV","",100,false,10000
15524,"APUE","",100,false,10000
493,"APVO","",100,false,10000
494,"APWC","",100,false,10000
13792,"APXI","",100,false,10000
13248,"APXIU","",100,false,10000
13793,"APXIW","",100,false,100
498,"APYX","",100,false,10000
499,"AQB","",100,false,10000
500,"AQMS","",100,false,100
501,"AQN","",100,false,10000
503,"AQNB","",100,false,10000
11762,"AQNU","",100,false,10000
504,"AQST","",100,false,10000
14904,"AQU","",100,false,10000
14905,"AQUNR","",100,false,100
14676,"AQUNU","",100,false,10000
11000,"AQWA","",100,false,10000
506,"AR","",100,false,10000
509,"ARAY","",100,false,10000
510,"ARB","",100,false,10000
15442,"ARBB","",100,false,10000
12738,"ARBE","",100,false,10000
12737,"ARBEW","",100,false,10000
12486,"ARBK","",100,false,10000
13129,"ARBKL","",100,false,10000
511,"ARC","",100,false,10000
512,"ARCB","",100,false,10000
513,"ARCC","",100,false,10000
515,"ARCH","",100,false,10000
516,"ARCM","",100,false,10000
517,"ARCO","",100,false,10000
518,"ARCT","",100,false,10000
520,"ARDC","",100,false,10000
522,"ARDX","",100,false,10000
523,"ARE","",100,false,10000
13882,"AREB","",100,false,100
13883,"AREBW","",100,false,100
524,"AREC","",100,false,10000
13908,"AREN","",100,false,10000
525,"ARES","",100,false,10000
527,"ARGD","",100,false,10000
529,"ARGO","PRA",100,false,10000
530,"ARGT","",100,false,10000
531,"ARGX","",100,false,10000
12968,"ARHS","",100,false,10000
532,"ARI","",100,false,10000
12847,"ARIS","",100,false,10000
16213,"ARKA","",100,false,10000
16421,"ARKB","",100,false,10000
16220,"ARKC","",100,false,10000
16221,"ARKD","",100,false,10000
533,"ARKF","",100,false,10000
534,"ARKG","",100,false,10000
535,"ARKK","",100,false,10000
9775,"ARKO","",100,false,10000
9776,"ARKOW","",100,false,100
536,"ARKQ","",100,false,10000
537,"ARKR","",100,false,10000
538,"ARKW","",100,false,10000
10874,"ARKX","",100,false,10000
16222,"ARKY","",100,false,10000
16214,"ARKZ","",100,false,10000
539,"ARL","",100,false,10000
540,"ARLO","",100,false,10000
541,"ARLP","",100,false,10000
16720,"ARLU","",100,false,10000
15931,"ARM","",100,false,10000
542,"ARMK","",100,false,10000
15932,"ARMN","",100,false,10000
543,"ARMP","",100,false,10000
547,"AROC","",100,false,10000
548,"AROW","",100,false,10000
15134,"ARP","",100,false,10000
16508,"ARQ","",100,false,10000
12357,"ARQQ","",100,false,100
12358,"ARQQW","",100,false,10000
550,"ARQT","",100,false,10000
551,"ARR","",100,false,10000
552,"ARR","PRC",100,false,10000
9201,"ARRY","",100,false,10000
553,"ARTL","",100,false,10000
554,"ARTLW","",100,false,100
555,"ARTNA","",100,false,10000
556,"ARTW","",100,false,10000
557,"ARVN","",100,false,10000
14272,"ARVR","",100,false,10000
558,"ARW","",100,false,10000
559,"ARWR","",100,false,10000
10405,"ARYD","",100,false,10000
16503,"AS","",100,false,10000
564,"ASA","",100,false,10000
10534,"ASAI","",100,false,10000
565,"ASAN","",100,false,10000
567,"ASB","",100,false,10000
570,"ASB","PRE",100,false,10000
571,"ASB","PRF",100,false,10000
15337,"ASBA","",100,false,10000
572,"ASC","",100,false,10000
14426,"ASCB","",100,false,10000
14427,"ASCBR","",100,false,10000
14335,"ASCBU","",100,false,10000
14428,"ASCBW","",100,false,100
573,"ASEA","",100,false,10000
574,"ASET","",100,false,10000
575,"ASG","",100,false,10000
576,"ASGI","",100,false,10000
577,"ASGN","",100,false,10000
578,"ASH","",100,false,10000
579,"ASHR","",100,false,10000
580,"ASHS","",100,false,10000
15989,"ASIA","",100,false,10000
582,"ASIX","",100,false,10000
9777,"ASLE","",100,false,10000
583,"ASLN","",100,false,100
584,"ASM","",100,false,10000
585,"ASMB","",100,false,10000
586,"ASML","",100,false,10000
587,"ASND","",100,false,10000
14361,"ASNS","",100,false,100
588,"ASO","",100,false,10000
9432,"ASPI","",100,false,10000
590,"ASPN","",100,false,10000
591,"ASPS","",100,false,10000
593,"ASR","",100,false,10000
594,"ASRT","",100,false,10000
595,"ASRV","",100,false,10000
15259,"ASST","",100,false,100
597,"ASTC","",100,false,10000
598,"ASTE","",100,false,10000
16583,"ASTH","",100,false,10000
14270,"ASTI","",100,false,100
12810,"ASTL","",100,false,10000
12809,"ASTLW","",100,false,10000
11799,"ASTR","",100,false,100
10972,"ASTS","",100,false,10000
10973,"ASTSW","",100,false,10000
599,"ASUR","",100,false,10000
600,"ASX","",100,false,10000
10505,"ASXC","",100,false,10000
601,"ASYS","",100,false,10000
11610,"ATAI","",100,false,10000
11741,"ATAT","",100,false,10000
16545,"ATCH","",100,false,10000
605,"ATCO","PRD",100,false,10000
608,"ATCO","PRH",100,false,10000
11402,"ATCOL","",100,false,10000
612,"ATEC","",100,false,10000
13801,"ATEK","",100,false,10000
13328,"ATEK","U",100,false,10000
13802,"ATEK","WS",100,false,10000
613,"ATEN","",100,false,10000
11224,"ATER","",100,false,10000
614,"ATEST","",100,true,10000
615,"ATEST","A",100,true,10000
616,"ATEST","B",100,true,10000
617,"ATEST","C",100,true,10000
12643,"ATEST","G",100,true,10000
12644,"ATEST","H",100,true,10000
12645,"ATEST","L",100,true,10000
12646,"ATEST","Z",100,true,10000
618,"ATEX","",100,false,10000
11262,"ATFV","",100,false,10000
619,"ATGE","",100,false,10000
16152,"ATGL","",100,false,10000
621,"ATH","PRA",100,false,10000
622,"ATH","PRB",100,false,10000
623,"ATH","PRC",100,false,10000
9789,"ATH","PRD",100,false,10000
15111,"ATH","PRE",100,false,10000
624,"ATHA","",100,false,10000
625,"ATHE","",100,false,10000
626,"ATHM","",100,false,10000
16650,"ATHS","",100,false,10000
628,"ATI","",100,false,10000
629,"ATIF","",100,false,100
11643,"ATIP","",100,false,10000
630,"ATKR","",100,false,10000
631,"ATLC","",100,false,10000
13170,"ATLCL","",100,false,10000
11583,"ATLCP","",100,false,10000
16504,"ATLCZ","",100,false,10000
632,"ATLO","",100,false,10000
15169,"ATLX","",100,false,10000
15193,"ATMC","",100,false,10000
15194,"ATMCR","",100,false,100
15146,"ATMCU","",100,false,10000
15195,"ATMCW","",100,false,10000
633,"ATMP","",100,false,10000
15583,"ATMU","",100,false,10000
15214,"ATMV","",100,false,10000
15215,"ATMVR","",100,false,10000
15120,"ATMVU","",100,false,10000
9380,"ATNF","",100,false,10000
9381,"ATNFW","",100,false,100
634,"ATNI","",100,false,10000
635,"ATNM","",100,false,10000
637,"ATO","",100,false,10000
638,"ATOM","",100,false,10000
639,"ATOS","",100,false,10000
16092,"ATPC","",100,false,100
640,"ATR","",100,false,10000
641,"ATRA","",100,false,100
642,"ATRC","",100,false,10000
643,"ATRI","",100,false,10000
644,"ATRO","",100,false,10000
15584,"ATS","",100,false,10000
646,"ATSG","",100,false,10000
648,"ATUS","",100,false,10000
14740,"ATXG","",100,false,100
651,"ATXI","",100,false,10000
12372,"ATXS","",100,false,10000
652,"AU","",100,false,10000
653,"AUB","",100,false,10000
15192,"AUB","PRA",100,false,10000
655,"AUBN","",100,false,10000
656,"AUDC","",100,false,10000
15777,"AUGT","",100,false,10000
15778,"AUGW","",100,false,10000
12739,"AUGX","",100,false,10000
658,"AUGZ","",100,false,10000
12267,"AUID","",100,false,10000
15151,"AULT","",100,false,10000
15152,"AULT","PRD",100,false,10000
16310,"AUMI","",100,false,10000
659,"AUMN","",100,false,10000
16671,"AUNA","",100,false,10000
660,"AUPH","",100,false,10000
12970,"AUR","",100,false,10000
12906,"AURA","",100,false,10000
12969,"AUROW","",100,false,100
661,"AUSF","",100,false,10000
14341,"AUST","",100,false,10000
662,"AUTL","",100,false,10000
10323,"AUUD","",100,false,10000
10324,"AUUDW","",100,false,100
664,"AUVI","",100,false,100
11961,"AUVIP","",100,false,10000
666,"AVA","",100,false,10000
11207,"AVAH","",100,false,10000
667,"AVAL","",100,false,10000
669,"AVAV","",100,false,10000
670,"AVB","",100,false,10000
16482,"AVBP","",100,false,10000
674,"AVD","",100,false,10000
675,"AVDE","",100,false,10000
676,"AVDL","",100,false,10000
15745,"AVDS","",100,false,10000
677,"AVDV","",100,false,10000
12758,"AVDX","",100,false,10000
16203,"AVEE","",100,false,10000
678,"AVEM","",100,false,10000
12592,"AVES","",100,false,10000
14841,"AVGE","",100,false,10000
680,"AVGO","",100,false,10000
682,"AVGR","",100,false,10000
15684,"AVGV","",100,false,10000
14842,"AVIE","",100,false,10000
9204,"AVIG","",100,false,10000
9331,"AVIR","",100,false,10000
12581,"AVIV","",100,false,10000
684,"AVK","",100,false,10000
16013,"AVLC","",100,false,10000
12514,"AVLV","",100,false,10000
15685,"AVMA","",100,false,10000
16204,"AVMC","",100,false,10000
9631,"AVMU","",100,false,10000
